issueType,status_issues,priority,storyPoint,issueLinks,blockedBy,blocks,votes,watchcount,subtasks,status_summary,priorityId,initialStoryPoint,currentStoryPoint,assignee_summary,sprintId,sprintName,sprintState,sprintStartDate,sprintEndDate,totalNumberOfIssues,completedIssuesCount,puntedIssues,issuesNotCompletedInCurrentSprint,completedIssuesEstimateSum,puntedIssuesEstimateSum,NoOfDevelopers,SprintLength
Story,Done,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,Punted,4.0,1.0,1.0,iperumal,5.0,Sprint 4,CLOSED,20-May-13,24-May-13,48.0,28.0,10.0,0.0,58.0,21.0,10.0,8.0
Story,Done,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,Completed,4.0,1.0,1.0,iperumal,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,1.0,2.0,mark.pollack,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Bug,Done,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,CompletedInNotherSprint,4.0,3.0,3.0,wkoh,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,luke,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,CompletedInNotherSprint,4.0,2.0,2.0,jencompgeek,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,grussell,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,grussell,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,CompletedInNotherSprint,4.0,2.0,2.0,iperumal,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,2.0,2.0,luke,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Bug,Done,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,CompletedInNotherSprint,4.0,1.0,1.0,mark.pollack,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,CompletedInNotherSprint,4.0,2.0,2.0,grussell,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,4.0,4.0,jencompgeek,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,5.0,5.0,dturanski,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,5.0,5.0,luke,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,2.0,2.0,jencompgeek,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,4.0,4.0,mark.pollack,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,4.0,4.0,mark.pollack,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,NotCompletedWithinSprint,4.0,2.0,2.0,eric.bottard,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,2.0,2.0,eric.bottard,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Punted,4.0,1.0,1.0,hillert,5.0,Sprint 4,CLOSED,20-May-13,24-May-13,48.0,28.0,10.0,0.0,58.0,21.0,10.0,8.0
Story,Done,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,1.0,1.0,hillert,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,1.0,1.0,hillert,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,Punted,4.0,3.0,3.0,luke,5.0,Sprint 4,CLOSED,20-May-13,24-May-13,48.0,28.0,10.0,0.0,58.0,21.0,10.0,8.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,3.0,3.0,luke,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,3.0,3.0,luke,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,5.0,5.0,grussell,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,CompletedInNotherSprint,4.0,5.0,5.0,grussell,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,CompletedInNotherSprint,4.0,3.0,3.0,iperumal,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,iperumal,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,5.0,5.0,hillert,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,4.0,4.0,hillert,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,6.0,6.0,jencompgeek,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Improvement,Done,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,Completed,4.0,2.0,2.0,iperumal,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,4.0,4.0,luke,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,8.0,8.0,iperumal,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,2.0,2.0,jencompgeek,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,2.0,2.0,jencompgeek,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,4.0,4.0,hillert,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,3.0,2.0,2.0,eric.bottard,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,4.0,4.0,mark.pollack,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,Completed,4.0,5.0,5.0,jencompgeek,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,Completed,4.0,5.0,5.0,jencompgeek,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Punted,4.0,3.0,3.0,luke,5.0,Sprint 4,CLOSED,20-May-13,24-May-13,48.0,28.0,10.0,0.0,58.0,21.0,10.0,8.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,luke,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,luke,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,NotCompletedWithinSprint,4.0,5.0,5.0,mark.pollack,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,5.0,5.0,mark.pollack,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,NotCompletedWithinSprint,4.0,10.0,5.0,mark.pollack,6.0,Sprint 5,CLOSED,28-May-13,3-Jun-13,35.0,22.0,1.0,3.0,66.0,1.0,10.0,6.0
Story,Done,4.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,5.0,5.0,mark.pollack,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,CompletedInNotherSprint,4.0,1.0,1.0,dturanski,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,1.0,1.0,dturanski,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,1.0,1.0,dturanski,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,dturanski,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,dturanski,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,dturanski,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,4.0,4.0,grussell,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,1.0,1.0,jencompgeek,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,2.0,2.0,iperumal,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,2.0,2.0,luke,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,3.0,3.0,eric.bottard,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,1.0,1.0,grussell,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,4.0,4.0,jencompgeek,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Bug,Done,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,3.0,3.0,grussell,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,2.0,2.0,dturanski,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Bug,Done,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,2.0,4.0,4.0,dturanski,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,2.0,2.0,dturanski,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Bug,Done,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,2.0,2.0,iperumal,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,2.0,2.0,dturanski,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,mark.fisher,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,2.0,2.0,jencompgeek,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Bug,Done,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,1.0,1.0,iperumal,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,1.0,1.0,luke,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,1.0,1.0,luke,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Improvement,Done,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,Completed,4.0,2.0,2.0,iperumal,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,Completed,4.0,4.0,4.0,aclement,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,2.0,2.0,mark.fisher,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,1.0,1.0,iperumal,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,Completed,4.0,2.0,2.0,grussell,8.0,Sprint 6,CLOSED,3-Jun-13,12-Jun-13,61.0,57.0,1.0,0.0,151.0,5.0,11.0,14.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,luke,9.0,Sprint 7,CLOSED,18-Jun-13,21-Jun-13,21.0,13.0,4.0,0.0,39.0,11.0,8.0,7.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,mark.fisher,9.0,Sprint 7,CLOSED,18-Jun-13,21-Jun-13,21.0,13.0,4.0,0.0,39.0,11.0,8.0,7.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,2.0,2.0,grussell,9.0,Sprint 7,CLOSED,18-Jun-13,21-Jun-13,21.0,13.0,4.0,0.0,39.0,11.0,8.0,7.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Completed,4.0,2.0,2.0,luke,9.0,Sprint 7,CLOSED,18-Jun-13,21-Jun-13,21.0,13.0,4.0,0.0,39.0,11.0,8.0,7.0
Story,Done,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,0.0,0.0,luke,9.0,Sprint 7,CLOSED,18-Jun-13,21-Jun-13,21.0,13.0,4.0,0.0,39.0,11.0,8.0,7.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,2.0,2.0,grenfro,9.0,Sprint 7,CLOSED,18-Jun-13,21-Jun-13,21.0,13.0,4.0,0.0,39.0,11.0,8.0,7.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,3.0,3.0,hillert,9.0,Sprint 7,CLOSED,18-Jun-13,21-Jun-13,21.0,13.0,4.0,0.0,39.0,11.0,8.0,7.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,2.0,2.0,hillert,9.0,Sprint 7,CLOSED,18-Jun-13,21-Jun-13,21.0,13.0,4.0,0.0,39.0,11.0,8.0,7.0
Story,Done,4.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,eric.bottard,9.0,Sprint 7,CLOSED,18-Jun-13,21-Jun-13,21.0,13.0,4.0,0.0,39.0,11.0,8.0,7.0
Story,Done,4.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,8.0,8.0,eric.bottard,9.0,Sprint 7,CLOSED,18-Jun-13,21-Jun-13,21.0,13.0,4.0,0.0,39.0,11.0,8.0,7.0
Story,Done,3.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,3.0,20.0,8.0,jencompgeek,9.0,Sprint 7,CLOSED,18-Jun-13,21-Jun-13,21.0,13.0,4.0,0.0,39.0,11.0,8.0,7.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,2.0,2.0,eric.bottard,9.0,Sprint 7,CLOSED,18-Jun-13,21-Jun-13,21.0,13.0,4.0,0.0,39.0,11.0,8.0,7.0
Story,Done,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,1.0,1.0,grussell,9.0,Sprint 7,CLOSED,18-Jun-13,21-Jun-13,21.0,13.0,4.0,0.0,39.0,11.0,8.0,7.0
Story,Done,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,grenfro,10.0,Sprint 8,CLOSED,25-Jun-13,28-Jun-13,26.0,23.0,1.0,0.0,107.0,0.0,9.0,6.0
Story,Done,4.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,grenfro,11.0,Sprint 9,CLOSED,1-Jul-13,5-Jul-13,241.0,22.0,102.0,12.0,48.0,283.0,15.0,7.0
Story,Done,4.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,5.0,5.0,eric.bottard,10.0,Sprint 8,CLOSED,25-Jun-13,28-Jun-13,26.0,23.0,1.0,0.0,107.0,0.0,9.0,6.0
Story,Done,4.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,5.0,5.0,eric.bottard,11.0,Sprint 9,CLOSED,1-Jul-13,5-Jul-13,241.0,22.0,102.0,12.0,48.0,283.0,15.0,7.0
Story,Done,3.0,8.0,3.0,0.0,0.0,0.0,2.0,0.0,Completed,3.0,8.0,8.0,hillert,10.0,Sprint 8,CLOSED,25-Jun-13,28-Jun-13,26.0,23.0,1.0,0.0,107.0,0.0,9.0,6.0
Story,Done,3.0,8.0,3.0,0.0,0.0,0.0,2.0,0.0,Completed,3.0,8.0,8.0,hillert,11.0,Sprint 9,CLOSED,1-Jul-13,5-Jul-13,241.0,22.0,102.0,12.0,48.0,283.0,15.0,7.0
Story,Done,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,4.0,4.0,hillert,10.0,Sprint 8,CLOSED,25-Jun-13,28-Jun-13,26.0,23.0,1.0,0.0,107.0,0.0,9.0,6.0
Story,Done,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,4.0,4.0,hillert,11.0,Sprint 9,CLOSED,1-Jul-13,5-Jul-13,241.0,22.0,102.0,12.0,48.0,283.0,15.0,7.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,eric.bottard,10.0,Sprint 8,CLOSED,25-Jun-13,28-Jun-13,26.0,23.0,1.0,0.0,107.0,0.0,9.0,6.0
Story,Done,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,1.0,1.0,iperumal,10.0,Sprint 8,CLOSED,25-Jun-13,28-Jun-13,26.0,23.0,1.0,0.0,107.0,0.0,9.0,6.0
Story,Done,4.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,8.0,8.0,luke,10.0,Sprint 8,CLOSED,25-Jun-13,28-Jun-13,26.0,23.0,1.0,0.0,107.0,0.0,9.0,6.0
Story,Done,4.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,5.0,5.0,eric.bottard,10.0,Sprint 8,CLOSED,25-Jun-13,28-Jun-13,26.0,23.0,1.0,0.0,107.0,0.0,9.0,6.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,5.0,3.0,eric.bottard,10.0,Sprint 8,CLOSED,25-Jun-13,28-Jun-13,26.0,23.0,1.0,0.0,107.0,0.0,9.0,6.0
Story,Done,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,5.0,2.0,eric.bottard,10.0,Sprint 8,CLOSED,25-Jun-13,28-Jun-13,26.0,23.0,1.0,0.0,107.0,0.0,9.0,6.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,10.0,3.0,eric.bottard,10.0,Sprint 8,CLOSED,25-Jun-13,28-Jun-13,26.0,23.0,1.0,0.0,107.0,0.0,9.0,6.0
Story,Done,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,Completed,4.0,3.0,3.0,eric.bottard,10.0,Sprint 8,CLOSED,25-Jun-13,28-Jun-13,26.0,23.0,1.0,0.0,107.0,0.0,9.0,6.0
Story,Done,4.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,Completed,4.0,5.0,5.0,dturanski,10.0,Sprint 8,CLOSED,25-Jun-13,28-Jun-13,26.0,23.0,1.0,0.0,107.0,0.0,9.0,6.0
Story,Done,4.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,Completed,4.0,8.0,8.0,dturanski,10.0,Sprint 8,CLOSED,25-Jun-13,28-Jun-13,26.0,23.0,1.0,0.0,107.0,0.0,9.0,6.0
